Title,Artist,Cluster
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
Into The Wild (Music For The Motion Picture),Eddie Vedder,3
English Rain,Gabrielle Aplin,3
Eye To The Telescope,KT Tunstall,4
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,0
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
I Dream of You: CALM,JJ Heller,3
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,0
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,3
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
Into The Wild (Music For The Motion Picture),Eddie Vedder,4
Here with Me,Susie Suh;Robot Koch,3
"Tyler Ward Covers, Vol. 5",Tyler Ward;Lindsey Stirling;Kina Grannis,3
Stop All The World Now,Howie Day,4
get better,Eden Elf;Ren Avel,3
Hikare Inochi,Kitri,0
Let It Go,Boyce Avenue;Rachel Grae,3
What You Need,Chord Overstreet,3
The Battle for Everything,Five For Fighting,3
Nightshade,Andrew Belle,0
"One Spring Night (Original Television Soundtrack), Pt. 1",Rachael Yamagata,4
Under Control,Cary Brothers,3
As It Was,The Mayries,3
I'm Yours,Jason Mraz,4
Chi Mai,Joseph Sullinger,2
Say Something,A Great Big World;Christina Aguilera,3
Parachute,Parachute,0
Take Me Back,Zack Tabudlo;Yonnyboii,4
Whole Again (Acoustic Version),Tobey Rosen,3
Overpass Graffiti,The Mayries,3
Little Voice,Sara Bareilles,0
Let Her Go,Andrew Foy;Renee Foy,3
Still Life,Aqualung,0
Love Story,Tyler Ward;Karis;Ray Lorraine,3
Mujer con Abanico,Agustín Amigó;Nylonwings,2
In the Shadows,Amy Stroup,3
Can You Feel the Love Tonight,Boyce Avenue;Connie Talbot,3
The Story,Brandi Carlile,4
Better,JJ Heller,3
Iris,Kina Grannis,3
#Acoustic,The Mayries,3
I Need You More Today,Caleb Santos;Viva Music Publishing Inc.,4
"Cover Sessions, Vol. 4",Boyce Avenue,4
Know.,Jason Mraz,3
Something In the Rain (Music from the Original TV Series),Rachael Yamagata,2
The Way It Was,Parachute,4
When Marnie Was There Song Album - Just Know That I Love You.,Priscilla Ahn,3
Tree House Tapes,Chord Overstreet,3
I Believe in You,JJ Heller,3
Cult Classic,Jon Bryant,3
"Hard Settle, Ain't Troubled",Donovan Woods,3
Holding On and Letting Go LP,Ross Copperman,3
In Deepest Blue (Bonus Track Version),Joshua Hyslop,3
Hanggang Kailan (Umuwi Ka Na Baby),Angelina Cruz,3
No More Doubt,Stephen Speaks,3
Is There Anybody Out There? - Track by Track Commentary,A Great Big World,3
Into The Wild (Music For The Motion Picture),Eddie Vedder,3
Say I Am You,The Weepies;Deb Talan;Steve Tannen,3
Thanksgiving Party,Freddie King,4
Supa Chill,Taj Mahal,1
Un tecito y a mimir,Keb' Mo';Gerald Albright,3
青の光景,Motohiro Hata,3
Since U Been Gone,Thomas Daniel,3
"One more time,One more chance",Masayoshi Yamazaki,0
Creep,Kina Grannis,3
Higher Love,Todd Carey;Ariza;Chuck Leavell,4
Shinsekai,YUZU,0
How Long Will I Love You,Canyon City,3
Binibini,Zack Tabudlo,3
You Were Supposed to Be Different,Aron Wright,3
"Cover Sessions, Vol. 3",Boyce Avenue,3
Covers,Jonah Baker,3
Barton Hollow,The Civil Wars,3
Stop All The World Now,Howie Day,4
Be OK,Ingrid Michaelson,3
Give Me Your Forever,Zack Tabudlo;Billkin,4
Coffee Shop,Landon Pigg,3
Wreck of the Day,Anna Nalick,3
Episode,Zack Tabudlo,4
Beautiful Soul,Jonah Baker,3
Bulletproof,Ben Woodward,4
Nightshade,Andrew Belle,4
Girls Like You (Acoustic Version),Jonah Baker,3
Nangangamba,Zack Tabudlo,4
Better Together,Us The Duo,3
Heartbreak Anniversary,Andrew Foy;Renee Foy,3
One More Time Around,Tyler Ward;Karis;Ray Lorraine,3
流星花園音樂專輯,A Great Big World,3
Episode,Zack Tabudlo,4
The Other Way,Donovan Woods;Tenille Townes,3
Till The Sun Turns Black,Ray LaMontagne,3
"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)",Megan Davies,3
Covers,Tim Halperin,3
Refuge,Canyon City,3
Hand to Hold,JJ Heller,3
Trouble,Ray LaMontagne,4
Public Record,Us The Duo,3
"Cover Sessions, Vol. 2",Boyce Avenue;Megan Nicole,3
In Deepest Blue (Bonus Track Version),Joshua Hyslop,3
Medicine,Drew Holcomb & The Neighbors,3
Part Of The Light,Ray LaMontagne,3
Amos Lee,Amos Lee,3
"Cover Sessions, Vol. 6",Boyce Avenue,3
Know.,Jason Mraz;Meghan Trainor,4
Show Me the Blueprints.,Days N Daze,4
The Blessed Unrest,Sara Bareilles,0
Anchor,Mindy Gledhill,3
Christmas Faves 2022,Dave Barnes,3
Tall Cans & Loose Ends,Get Dead,4
pov: you have a holly jolly christmas,Albert King,4
pov: you rock around the christmas tree,Albert King,4
If I Ain't Got You (Acoustic),John Adams,3
Believe (Acoustic),John Adams,3
Iris (Acoustic),Adam Christopher,3
言ノ葉,Motohiro Hata,4
Cheek to Cheek~I Love Cinemas~,Aoi Teshima,3
Baby (Acoustic Version),Jonah Baker,3
Land,YUZU,4
I Like Me Better,Boyce Avenue;Emma Heesters,3
Asan Ka Na Ba,Zack Tabudlo,0
"Cover Sessions, Vol. 3",Boyce Avenue,3
drivers license,Thomas Daniel,3
YES!,Jason Mraz,3
The Winner Takes It All (Acoustic),Jae Hall,3
Only Time,Aaron Espe,3
One Cell In The Sea,A Fine Frenzy,3
Dance Monkey,Roses & Frey,3
Parachute,Parachute,4
Dream a Little Dream of Me,Kina Grannis,3
Back For Good,The Mayries,3
OK,Canyon City,3
Just The Two Of Us,Andrew Foy;Renee Foy,3
"Cover Sessions, Vol. 6",Boyce Avenue,3
Arcade,Andrew Foy;Renee Foy,3
Yellow,Kina Grannis,3
Wake Me Up,Roses & Frey,3
Walking Blind (feat. Carina Round),Aidan Hawken,3
Headphones,Jon Bryant,3
Teenage Dream,The Rescues,3
The Worth Of The Wait,Ivan & Alyosha,3
Can't Help Falling In Love (Piano Version),Kina Grannis,3
Austin Plaine,Austin Plaine,4
Love You To Death,Chord Overstreet,3
Someone You Loved (Acoustic),Plamina,3
What a Wonderful World,Kina Grannis;Imaginary Future,3
You Broke Me First,Andrew Foy;Renee Foy,3
Echos,Joshua Hyslop,3
Losing Sleep,Parachute,3
The Meaning,Phillip LaRue,3
Twelve: Fifty One (International Version),krissy & ericka,3
リョウメンシダ/サンサーラ,Takehara Pistol,3
1000 Years,Allman Brown;Liz Lawrence,3
Brand New,Ben Rector,4
Say I Am You,The Weepies;Deb Talan;Steve Tannen,3
Brand New,Ben Rector,3
Guitar Instrumental Covers,Eddy Tyler,3
Trouble,Ray LaMontagne,3
Into The Wild (Music For The Motion Picture),Eddie Vedder,4
Front Porch,Joy Williams,3
Rogue Taxidermy,Days N Daze,4
Cruising,Ray LaMontagne,0
Isn't She Lovely (Acoustic),Callum J Wright,3
"One Spring Night (Original Television Soundtrack), Pt. 4",Rachael Yamagata,3
Fix You (Acoustic),John Adams,3
I'm Yours (Acoustic),Lusaint,3
"Cover Sessions, Vol. 4",Boyce Avenue;Sarah Hyland,4
A Sky Full of Stars,Mother's Daughter;Beck Pete,3
I Don't Believe in Satan,Aron Wright,0
Let There Be Morning (Bonus Track Version),The Perishers,3
he said. she said.,Tyler Ward;Madysyn,3
Watermelon Sugar (Acoustic),Jonah Baker,3
Say You Won't Let Go (Acoustic),Matt Johnson;Jaclyn Davies,3
Hikare Inochi,Kitri,4
Call You Mine (Acoustic Piano),Ben Woodward,3
In the Waiting,Kina Grannis,3
Three Flights From Alto Nido,Greg Laswell,3
Love Nwantiti,Andrew Foy,2
Stars Are on Your Side,Ross Copperman,3
Covers,Jonah Baker;Sara Phillips,3
Constellation Me,Joe Brooks,4
"Cover Sessions, Vol. 5",Boyce Avenue,3
Episode,Zack Tabudlo,3
KISSして,Masaharu Fukuyama,4
Binibini (Last Day On Earth),Zack Tabudlo;James TW,3
Kosher,Ciaran Lavery,3
To Record Only Water For Ten Days (U.S. Version),John Frusciante,2
Hold On (Acoustic),Chord Overstreet,3
The Civil Wars,The Civil Wars,3
Good night,Masaharu Fukuyama,4
As You Are,Zack Tabudlo,0
Episode,Zack Tabudlo,3
#Covers,Sara Farell,3
Is There Anybody Out There?,A Great Big World,3
The Lotto,Ingrid Michaelson;AJR,4
Rodrigo Y Gabriela,Rodrigo y Gabriela,4
The Ladder,Andrew Belle,3
A Good Day,Priscilla Ahn,3
"Big Love, Small Moments",JJ Heller,3
When Marnie Was There Song Album - Just Know That I Love You.,Priscilla Ahn,3
Echos,Joshua Hyslop,3
I Never Loved Before I Found You,Front Porch Step,4
It's My Life,Takehara Pistol,4
Pure Fiction,Eric Hutchinson,4
So Much More (Special Edition),Brett Dennen,3
Songs from the Lowdown,Rail Yard Ghosts,1
Bookmarks,Five For Fighting,4
Bridge City Sinners,The Bridge City Sinners,4
Tape Deck Heart (Deluxe Edition),Frank Turner,4
sadsadchristmas,Matt Costa,3
Christmas Vibes But Not Christmas Songs,Matt Costa,3
Acoustic Christmas Campfire,Matt Costa,3
Mirrors (Acoustic),Jonah Baker,3
10 Futures,Aqualung;Kina Grannis,3
Stay - Acoustic,Jonah Baker,3
マホロボシヤ,Ichiko Aoba,3
Oh What A Love,Kina Grannis,3
The Bright Side,Meiko,0
I Won't Let You Down,Erin McCarley,3
Look For The Good,Jason Mraz,4
Stargazing,Isabella Celander,3
Bad Liar,Roses & Frey,3
"One Spring Night (Original Television Soundtrack), Pt. 3",Rachael Yamagata,4
Slow Down Time,Us The Duo,4
Simply Acoustic,Amber Leigh Irish,3
"Love, Love, Love",Jess Penner,3
Heat Waves (Acoustic),Daniel Robinson,3
ショッピング,Yosui Inoue;Tamio Okuda,4
If the World Was Ending (Acoustic),Jonah Baker;Celine,3
Three Flights From Alto Nido,Greg Laswell,3
残響,Masaharu Fukuyama,3
Acoustic Versions,Blame Jones,3
Don't Wanna Leave You,Ben Woodward,4
Passenger Seat,Stephen Speaks,4
Best Days,Matt White,4
"Cover Sessions, Vol. 6",Boyce Avenue,3
Phantom,Madi Diaz,3
残響,Masaharu Fukuyama,4
"Cover Sessions, Vol. 4",Boyce Avenue,3
Bluebird,Canyon City,3
Back to Home,Tristan Prettyman,4
SING A SONG,Masaharu Fukuyama,4
It'll Be Alright,JJ Heller,3
Everybody,Ingrid Michaelson,4
Kabilugan Ng Buwan,Mark Oblea,3
Be OK,Ingrid Michaelson,3
"Cover Sessions, Vol. 2",Boyce Avenue;Kina Grannis,3
"Cover Sessions, Vol. 2",Boyce Avenue,3
The Ladder,Andrew Belle,3
HELLO,Masaharu Fukuyama,0
だれそかれそ,Hanare Gumi,4
August: Osage County (Original Motion Picture Soundtrack),Brett Dennen;Benedict Cumberbatch,3
音タイム,Hanare Gumi,4
IT'S ONLY LOVE,Masaharu Fukuyama,4
虹/ひまわり/それがすべてさ,Masaharu Fukuyama,4
Is There Anybody Out There? - Track by Track Commentary,A Great Big World,3
Burn It All!,RENT STRIKE,3
Onward (Original Motion Picture Soundtrack),Brandi Carlile,4
This Is Not for Children,Mischief Brew,4
No Man's Land,Frank Turner,0
Dancing with the Curse,Get Dead,4
Dancing with the Curse,Get Dead,4
Heaven (Acoustic),Grace George,3
Days Gone (Original Soundtrack),Jack Savoretti,3
Asleep Among Endives,Ichiko Aoba,3
Symphony,Thomas Daniel,3
"Cover Sessions, Vol. 3",Boyce Avenue;Fifth Harmony,3
Save Your Tears (Acoustic),Amber Leigh Irish,3
POP VIRUS,Gen Hoshino,4
A.M.,Richard Walters,3
Autumn Breeze,Kaiak;Viktoria Tolstoy,3
Save Your Tears,Boyce Avenue,3
You're Still The One (Acoustic),Bailey Rushlow,3
Somebody Loved,Kina Grannis,3
"Cover Sessions, Vol. 4",Boyce Avenue,3
Bohemian Rhapsody (Acoustic),John Adams,3
As It Was (Acoustic),Amber Leigh Irish,3
Wish List,Canyon City,3
Beautiful Disaster,Chord Overstreet,3
Fake a smile,Wayne Mack,3
Momentary Sixth Sense,Aimyon,4
Irony,Sungha Jung,2
Bullet Train (Original Motion Picture Soundtrack),Tamio Okuda,4
No Matter Where You Are,Us The Duo,4
The Walking in Between,Ben Rector,3
Losing Sleep,Parachute,4
Zee Avi's Nightlight,Zee Avi,3
"Here, Right Now",Joshua Radin,3
Wonderful Tonight,Boyce Avenue,3
English Rain,Gabrielle Aplin,3
Twenty Something,Jon Bryant,3
Calling,Masaharu Fukuyama,3
Acoustic Duets,Bailey Pelkman;Randy Rektor,3
Particles,A Great Big World;Christina Aguilera,3
Shadows Collide With People,John Frusciante,4
Daylight,Ron Pope,3
Have Yourself a Merry Little Christmas,Tres Hermanas,3
Message/今 このひとときが 遠い夢のように,Masaharu Fukuyama,4
"Acoustic Hits, Vol. 3",Matt Johnson,3
#Acoustic #2,The Mayries,3
No More Doubt,Stephen Speaks,3
Into The Wild (Music For The Motion Picture),Eddie Vedder,2
Folksinger,Dave Van Ronk,3
A Sphere in the Heart of Silence,John Frusciante;Josh Klinghoffer,0
West Coast vs. Wessex,Frank Turner,4
Front Porch,Joy Williams,3
Gossip In The Grain,Ray LaMontagne,4
Bacchanal 'N' Philadelphia,Mischief Brew,4
Crustfall,Days N Daze;Freddie Boatright,4
Unholy Hymns,The Bridge City Sinners,0
Acoustic Christmas Campfire,Zee Avi,3
Tall Cans & Loose Ends,Get Dead,4
Graveyard,Highland Peak,3
amuletum bouquet,Ichiko Aoba,3
Highlights from Aoi Works II,Aoi Teshima,3
Paradise,AcousticTrench,2
Parachute,Parachute,3
American Wedding,Matt Nathanson,4
Oil & Water,Lee DeWyze,0
2U (Acoustic Version),Clementine Duo,3
Elephants...Teeth Sinking Into Heart (Standard Version),Rachael Yamagata,3
I'll Say I Do,Brandon Chase,3
Anyone,Bailey Jehl,3
English Rain,Gabrielle Aplin,0
In The Mood For Love,Zack Tabudlo,3
Heat Waves,Bailey Jehl,3
There She Goes,Clementine Duo,3
Wells,Joshua Hyslop,3
God Only Knows,Kina Grannis;Imaginary Future,3
Afterglow,Andrew Foy;Renee Foy,3
Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Kurt Cobain,2
Just Love,Us The Duo,3
オアシス,Hanare Gumi,3
Never Be the Same,Gabrielle Aplin,4
You and Me for Now,Austin Basham,3
Dear Happy,Gabrielle Aplin,3
Us,Us The Duo,3
Without a Light,Drew Holcomb & The Neighbors,3
Wide Awake,Parachute,4
"Cover Sessions, Vol. 4",Boyce Avenue;Megan Davies;Jaclyn Davies,3
Eastmountainsouth,Eastmountainsouth,3
A Face Like Mine,Peter Bradley Adams,3
Barton Hollow,The Civil Wars,3
Into The Wild (Music For The Motion Picture),Eddie Vedder,3
Bossa Best,Suy Galvez,3
Bossa Best,Suy Galvez,3
Moanin' In The Moonlight,Howlin' Wolf,3
No More Doubt,Stephen Speaks,4
Feels Like Rain,Buddy Guy;Bonnie Raitt,3
The Best of Mance Lipscomb,Mance Lipscomb,3
Violent Femmes,Violent Femmes,4
The Oogle Deathmachine,Days N Daze,0
Paano Ang Simbang Gabi (Kung 'Di Ka Katabi),Drei Rana;Selena Marie,3
West Coast vs. Wessex,Frank Turner,4
Have a Great Life.,Harley Poe,0
West Coast vs. Wessex,Frank Turner,4
Unholy Hymns,The Bridge City Sinners,4
The Joy of Music,Ben Rector,4
FTHC (Deluxe),Frank Turner,4
Unholy Hymns,The Bridge City Sinners,0
In These Silent Days,Brandi Carlile;Lucius,4
Dancing with the Curse,Get Dead,4
A Thousand Years (Acoustic),Jonah Baker,3
2 Oceans,Trevor Hall;Marieme,3
Golden Hour,Ben Woodward,3
Without Me,Brandon Chase,3
You & Me (The Wildfire),Aron Wright,3
Dancing With A Stranger,Sara Farell,3
Pero,Zack Tabudlo,3
Good 4 U (Acoustic),Jonah Baker,3
Three Flights From Alto Nido,Greg Laswell,3
Here With Me (Acoustic),Daniel Robinson,3
"Cover Sessions, Vol. 3",Boyce Avenue,3
Habang Buhay,Zack Tabudlo,4
Dear Happy,Gabrielle Aplin,4
More Than Gravity,Colin & Caroline,3
Fade into You,Andrew Belle,4
東京にもあったんだ / 無敵のキミ,Masaharu Fukuyama,4
5年モノ,Masaharu Fukuyama,4
21 Guns,Bailey Jehl,3
Midnight Waves,Canyon City,1
Running Up That Hill (A Deal With God) [Acoustic],Jonah Baker,3
Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Kurt Cobain,2
残響,Masaharu Fukuyama,4
Build Me Up Buttercup,Kina Grannis,3
#Acoustic,The Mayries,3
English Rain,Gabrielle Aplin,3
The Ghost and the Wall,Joshua Radin,3
vs.2013 ~知覚と快楽の螺旋~,Masaharu Fukuyama,4
Ysabelle,Ysabelle Cuevas,3
Waiting for My Rocket to Come,Jason Mraz,4
Acoustic Duets,Bailey Pelkman;Randy Rektor,3
Hanap-Hanap,Ethan Loukas;Janine Teñoso,3
The Will To Death,John Frusciante,3
Boulevard of Broken Dreams (Acoustic),Adam Christopher,3
The Living Room Sessions Vol. 3,Kina Grannis,3
Finch,Penny and Sparrow,0
More Real Folk Blues,Sonny Boy Williamson II,1
Acoustic Love,Shannon & Keast,3
Gossip In The Grain,Ray LaMontagne,3
Saktong Akustik,Mia Rollo,3
"Cover Sessions, Vol. 2",Boyce Avenue,3
Bossa Best,Suy Galvez,3
This Little Light of Mine,JJ Heller,3
GOOD LUCK TRACK,Takehara Pistol,3
Rogue Taxidermy,Days N Daze,3
Christmas Island,AJJ,3
Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,SANNA NORTH,1
Bear Creek,Brandi Carlile,3
Unholy Hymns,The Bridge City Sinners,0
Treehouse,Pigeon Pit,3
Dancing with the Curse,Get Dead,1
Peaches (Acoustic),Adam Christopher,3
You,A Great Big World,3
Nightshade,Andrew Belle,0
Kris Allen,Kris Allen,4
Somebody That I Used To Know,Lúc,3
Lost Without You,Ben Woodward,4
HOME,Masayoshi Yamazaki,0
you broke me first,The Mayries,3
Never Be the Same,Gabrielle Aplin,4
Game of Thrones,Edy Hafler,2
Let There Be Morning (Bonus Track Version),The Perishers,3
CRAZYTALK,Mat Kearney,3
Back To You,The Mayries,3
何度でも花が咲くように私を生きよう,Masaharu Fukuyama,3
"Cover Sessions, Vol. 4",Boyce Avenue,3
Montage Of Heck: The Home Recordings,Kurt Cobain,3
1000 Years,Allman Brown,3
#Covers,Sara Farell;Simon Samaeng,3
Before You Go,Andrew Foy;Renee Foy,3
Young Love,Mat Kearney,4
We Were Here,Joshua Radin,3
SUPERMARKET,Sakura Fujiwara,4
Missing Peace,JJ Heller,3
聖域,Masaharu Fukuyama,0
Midnight Waves,Canyon City,3
Spotify Singles,Ray LaMontagne,3
Anime Songs #3,Eddie van der Meer,2
Never Be the Same,Gabrielle Aplin,3
Never Be the Same,Gabrielle Aplin,4
Bossa Best,Suy Galvez,3
I Can't Make You Love Me,Boyce Avenue;Rachel Grae,3
Cedar + Gold,Tristan Prettyman,3
Some Mad Hope,Matt Nathanson,3
Ash & Stone,Joshua Hyslop,4
Calling,Masaharu Fukuyama,4
COVER ALL HO!,Masayoshi Yamazaki,0
想 -new love new world-,Masaharu Fukuyama,4
Last Christmas,Drei Rana,3
Chapter Of The Forest,Trevor Hall,3
Ate Sandali,Maris Racal,3
Hideaway,The Weepies;Deb Talan;Steve Tannen,4
だれそかれそ,Hanare Gumi,3
Show Me the Blueprints.,Days N Daze,4
Sounds Like This,Eric Hutchinson,1
This City Isn't Big Enough,Apes of the State,3
In Love With Bacharach,Gail Blanco,3
Bridge City Sinners,The Bridge City Sinners,0
Show Me the Blueprints.,Days N Daze,4
Crustfall,Days N Daze,1
Dancing with the Curse,Get Dead,4
Ghost - Acoustic,Jonah Baker,3
4am,Eden Elf;Ren Avel,3
"10,000 Hours (Acoustic)",Adam Christopher;Dan Berk,4
Simply Acoustic,Amber Leigh Irish,3
No Air,Lúc,3
Self Help,Anna Hamilton,4
Blackbird Song,Lee DeWyze,3
Easy On Me - Acoustic,Jonah Baker,3
Chasing Cars (Acoustic),Bailey Rushlow,3
Can't Take My Eyes Off of You,Emilie Mover,0
Acoustic Sessions,William Fitzsimmons,3
Lot To Learn,Vivid Color,3
Apologize,Bailey Jehl,3
Episode,Zack Tabudlo,3
Ice Pickin',Albert Collins,0
You,Phillip LaRue,3
Shotgun,Us The Duo,3
HEY!,Masaharu Fukuyama,4
Have It All,Jason Mraz,0
Let There Be Morning (Bonus Track Version),The Perishers,0
Indiana,Jon McLaughlin,4
Kaleidoscope Heart,Sara Bareilles,3
Trouble,Ray LaMontagne,3
"Cover Sessions, Vol. 6",Boyce Avenue,3
Remain,Tyrone Wells,4
Tama Na,EJ De Perio,3
"Guitar Covers, Vol. 2",Beyond The Guitar,2
陽水II センチメンタル (Remastered 2018),Yosui Inoue,3
Zee Avi,Zee Avi,3
I Want to Know What Love Is (Acoustic),Hannah's Yard,3
日々のあわ,Hanare Gumi,3
Ordinary Days,JJ Heller,3
I Dream of You: CALM,JJ Heller,3
The Walking in Between,Ben Rector,3
Neighbor,JJ Heller,3
PEACE OUT,Takehara Pistol,4
音タイム,Hanare Gumi,4
"By The Way, I Forgive You",Brandi Carlile,3
Into The Wild (Music For The Motion Picture),Eddie Vedder,2
Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Vendredi;Son&Dad,3
One Week Record,Chris Cresswell,0
The Blueprint Sessions,Chuck Ragan,0
Born Under A Bad Sign (Mono),Albert King,4
Say I Am You,The Weepies;Deb Talan;Steve Tannen,3
"If We Go Down, We Will Go Together!",Tim Vantol,3
Rogue Taxidermy,Days N Daze,4
Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Vendredi;Son&Dad,3
Bridge City Sinners,The Bridge City Sinners,4
Chad Hates George,Chad Hates George,3
Positive Songs For Negative People,Frank Turner,4
0,Ichiko Aoba,3
Careless Whisper,Boyce Avenue,0
Look After You,Aron Wright,3
"Golden Covers, Vol. 2",Acoustic Guitar Collective,2
When the Party's Over,Kina Grannis,3
Sound The Alarm,Howie Day,4
Photograph,Andrew Foy;Renee Foy,3
Not Nearly Dark,Ciaran Lavery,3
Iris,Bailey Jehl,3
Let's Stay Young,Jules Larson,3
AKIRA,Masaharu Fukuyama,4
The Drifter and the Gypsy,Rosi Golan,3
Let It Go,Colin & Caroline,3
I Wanna Be Your Ghost (feat. Ghosts),Gen Hoshino,0
約束の丘,Masaharu Fukuyama,4
Stranger Songs,Ingrid Michaelson,4
Know.,Jason Mraz,3
Easy on Me,Boyce Avenue,3
Ukulele Songs,Eddie Vedder;Cat Power,3
Closer,Ysabelle Cuevas,3
One Last Breath,Boyce Avenue,3
The Civil Wars,The Civil Wars,3
Classical Guitar Lullabies Volume 1,Will Moore,2
Lights Out,Ingrid Michaelson,4
Love Is a Four Letter Word,Jason Mraz,4
Jungle Blues,C.W. Stoneking,0
milk tea/美しき花,Masaharu Fukuyama,4
Bossa Best,Suy Galvez,4
世界中の誰よりきっと,Mone Kamishiraishi,4
Eye To The Telescope,KT Tunstall,0
Georgica Pond,Johnnyswim,3
Coming Home: A Collection of Songs,Drew Holcomb;Ellie Holcomb;Drew Holcomb & The Neighbors,4
Getting Ready... (World),Freddie King,4
Neighbor,JJ Heller,3
Magic,Ben Rector,4
The Oogle Deathmachine,Days N Daze,1
England Keep My Bones (Deluxe Edition),Frank Turner,4
Eye To The Telescope,KT Tunstall,4
Into The Wild (Music For The Motion Picture),Eddie Vedder,4
England Keep My Bones (Deluxe Edition),Frank Turner,3
Rogue Taxidermy,Days N Daze,3
Carencro,Marc Broussard,0
Bridge City Sinners,The Bridge City Sinners,1
Bridge City Sinners,The Bridge City Sinners,4
FTHC (Deluxe),Frank Turner,4
Pinocchio Pariah,Harley Poe,4
Crustfall,Days N Daze;Juicy Karkass,1
Country Holiday,Mindy Smith,3
Happy Country Christmas,Mindy Smith,3
Chillin' It - Mellow Day Country,Mindy Smith,3
Over You (Deluxe Edition),Anya Marina,0
THATS WHAT I WANT (Acoustic),Adam Christopher,3
Dynamite (Acoustic),Hannah's Yard,3
Hallelujah,SafetySuit,3
Lovers & Fighters,Meiko,0
ダブルドライブ,Yosui Inoue;Tamio Okuda,4
"Cover Sessions, Vol. 3",Boyce Avenue;Hannah Trigwell,3
Matinée,Canyon City,3
Guitar Covers,Eddy Tyler,2
When the Morning Comes,A Great Big World;Futuristic,4
深呼吸,Hanare Gumi,4
MONOVISION,Ray LaMontagne,3
Heard that there's good pasta,Aimyon,3
"The ""Hits"" | Acoustic",Tyrone Wells,4
River Love,Kaiak,3
Know.,Jason Mraz,0
"Cover Sessions, Vol. 4",Boyce Avenue;Bea Miller,3
SUPERMARKET,Sakura Fujiwara,4
Acustic Covers of Popular Songs,Filip Nordin,3
Dear Happy,Gabrielle Aplin,4
#Acoustic,The Mayries,3
1000 Years,Allman Brown,3
Amidst the Chaos (Bonus Version),Sara Bareilles;John Legend,3
Bossa Best,Suy Galvez,3
Between The Bars (EP),The Civil Wars,3
"Plays the Blues for You (feat. Lucky Peterson, Titus Williams, Ray ""Killer"" Allison) [Blues Power]","Melvin Taylor;Lucky Peterson;Titus Williams;Ray ""Killer"" Allison",0
"Cover Songs, #1",Eddie van der Meer,2
youth,Takehara Pistol,4
Serious,Luther Allison,0
ROUTE to ROOTS,Takehara Pistol,3
Waiting for My Rocket to Come,Jason Mraz,4
Curtains,John Frusciante,3
Ate Sandali,Maris Racal,3
I Never Loved Before I Found You,Front Porch Step,4
Olly Olly,Penny and Sparrow,4
Regicide,We The Heathens,4
Whole Again,Front Porch Step,3
Love Love Love,Gail Blanco,3
One Last Big Job,Ramshackle Glory,4
IX,RENT STRIKE,4
Rogue Taxidermy,Days N Daze,0
The Best Of,Sonny Boy Williamson II,1
Christmas Island,AJJ,4
Live the Dream,Ramshackle Glory,4
7 Inches of Hell,Harley Poe,1
FTHC (Deluxe),Frank Turner,0
FTHC (Deluxe),Frank Turner,4
Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Eric Lumiere,3
The Oogle Deathmachine,Days N Daze,0
Positive Songs For Negative People,Frank Turner,4
青春のエキサイトメント,Aimyon,4
FUSHIGI,Gen Hoshino,4
Bad News Is Coming,Luther Allison,0
I Mean Love,Ethan Loukas,4
Miss You,Gabrielle Aplin,0
Black Bear,Andrew Belle,0
Doraemon,Gen Hoshino,4
Landslide,Carly Lyman;Jason Lux,3
I'd Rather Be With You,Joshua Radin,4
Leave The Door Open (Acoustic),Blame Jones,3
Blue Bike,Michelle Featherstone,4
Use Somebody (Acoustic),Lusaint,3
Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Kurt Cobain,2
What About Us (Acoustic),Thomas Daniel,3
Ball n' Chain,Big Mama Thornton,4
Turn To Stone,Ingrid Michaelson,3
Drawn by the Wind (Arr. for Guitar),Joseph Sullinger,2
Animal Evolve,Neulore,3
Memories (Acoustic),Ben Woodward,3
A Matter of Time,Nathan Angelo,3
Simple,Andrew Ripp,3
Now That's What I Call Music 2012-13,Jason Mraz,3
Suitcase,JJ Heller,3
Covers - Chill Covers Of Popular Songs,Filip Nordin,3
