Title,Artist,Cluster
In the End,Linkin Park,4
Somewhere I Belong,Linkin Park,4
Lying from You,Linkin Park,0
Faint,Linkin Park,0
Figure.09,Linkin Park,4
Breaking the Habit,Linkin Park,4
Numb,Linkin Park,0
Rollin' (Air Raid Vehicle),Limp Bizkit,4
Break Stuff,Limp Bizkit,0
Behind Blue Eyes,Limp Bizkit,1
Take A Look Around,Limp Bizkit,1
My Way,Limp Bizkit,1
Lightning Crashes,Live,1
I Alone,Live,4
All Over You,Live,4
Selling The Drama,Live,4
The Dolphin's Cry,Live,1
You And Me,Lifehouse,4
Hanging By A Moment,Lifehouse,4
Silver Threads And Golden Needles,Linda Ronstadt,0
Long Long Time,Linda Ronstadt,1
Desperado,Linda Ronstadt,4
It Doesn't Matter Anymore,Linda Ronstadt,4
Love Is a Rose,Linda Ronstadt,0
Tracks of My Tears,Linda Ronstadt,4
Heat Wave,Linda Ronstadt,0
It's so Easy,Linda Ronstadt,0
Blue Bayou,Linda Ronstadt,4
"Poor, Poor Pitiful Me",Linda Ronstadt,4
Tumbling Dice,Linda Ronstadt,0
Just One Look - 1999 Remaster,Linda Ronstadt,4
Ooh Baby Baby - 1999 Remaster,Linda Ronstadt,4
Hurt so Bad,Linda Ronstadt,4
Don't Know Much (with Aaron Neville),Linda Ronstadt,4
Don't Know Much (with Aaron Neville),Aaron Neville,4
All Night Long (All Night) - Single Version,Lionel Richie,4
"Say You, Say Me",Lionel Richie,4
Stuck On You,Lionel Richie,4
Hello,Lionel Richie,4
Truly,Lionel Richie,4
My Own Worst Enemy,Lit,0
Stay (I Missed You),Lisa Loeb,0
Goin' Out Of My Head,Little Anthony & The Imperials,0
I'm On The Outside (Looking In),Little Anthony & The Imperials,4
Hurt So Bad,Little Anthony & The Imperials,0
"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony & The Imperials,0
The Diary,Little Anthony & The Imperials,0
Trouble,Lindsey Buckingham,4
Cabaret,Liza Minnelli,4
All That Jazz,Liza Minnelli,0
Love Grows (Where My Rosemary Goes),Edison Lighthouse,0
Rag Mop,Lionel Hampton,0
I Will Follow Him,Peggy March,0
White Lines (Don't Do It) - Long Version,Grandmaster Flash,3
White Lines (Don't Do It) - Long Version,Grandmaster Melle Mel,3
Daddy's Home,Shep And The Limelites,0
The Boy from New York City,The Ad Libs,0
The King of Wishful Thinking,Go West,4
Man in the Box,Alice In Chains,1
Would? (2022 Remaster),Alice In Chains,4
Rooster (2022 Remaster),Alice In Chains,3
Them Bones (2022 Remaster),Alice In Chains,0
No Excuses,Alice In Chains,4
Down In A Hole (2022 Remaster),Alice In Chains,1
Heaven Beside You,Alice In Chains,1
I Stay Away,Alice In Chains,4
Daddy Don't You Walk So Fast,Wayne Newton,4
LEMONS - Demo,Brye,4
Nothing From Nothing,Billy Preston,0
Outa-Space,Billy Preston,4
With You I'm Born Again,Billy Preston,4
With You I'm Born Again,Syreeta,4
Rubber Ball,Bobby Vee,0
The Night Has A Thousand Eyes,Bobby Vee,0
Devil Or Angel,Bobby Vee,0
Run To Him,Bobby Vee,0
Come Back When You Grow Up,Bobby Vee,0
Tell Laura I Love Her,Ray Peterson,0
The Wonder of You,Ray Peterson,0
"Corinna, Corinna (Rerecorded)",Ray Peterson,0
Detroit City,Bobby Bare,0
Little Bitty Pretty One,Bobby Day,0
Over and Over,Bobby Day,0
I'm Sorry,Brenda Lee,0
Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,0
Hey Porter,Johnny Cash,0
Ballad Of A Teenage Queen,Johnny Cash,0
Big River,Johnny Cash,0
Oh Lonesome Me,Johnny Cash,0
Rock Island Line,Johnny Cash,0
I Walk The Line - 1988 Version,Johnny Cash,0
Folsom Prison Blues - 1988 Version,Johnny Cash,0
Sunday Morning Coming Down - 1988 Version,Johnny Cash,4
Five Feet High And Rising - 1988 Version,Johnny Cash,0
Sixteen Tons,Johnny Cash,0
Ballad Of A Teenage Queen,Johnny Cash,0
Ballad Of A Teenage Queen,Rosanne Cash,0
Ballad Of A Teenage Queen,The Everly Brothers,0
Ballad Of A Teenage Queen,Joey Miskulin,0
Ballad Of A Teenage Queen,Mark Howard,0
Ballad Of A Teenage Queen,David Ferguson,0
Ring Of Fire - 1988 Version,Johnny Cash,0
The Greatest Cowboy Of Them All,Johnny Cash,4
Don't Take Your Guns To Town - 1988 Version,Johnny Cash,0
Angel And The Badman,Johnny Cash,0
"Cry, Cry, Cry - 1988 Version",Johnny Cash,0
Wanted Man,Johnny Cash,0
Get Rhythm - 1988 Version,Johnny Cash,0
Guess Things Happen That Way - 1988 Version,Johnny Cash,0
Long Black Veil - 1988 Version,Johnny Cash,4
Ain't No Grave,Johnny Cash,0
Delia's Gone,Johnny Cash,0
Rusty Cage,Johnny Cash,0
The Man Comes Around,Johnny Cash,1
Give My Love To Rose,Johnny Cash,4
"Golliwogg's Cakewalk, No. 6",Claude Debussy,0
"Golliwogg's Cakewalk, No. 6",Isao Tomita,0
Hora Staccato,Grigoras Dinicu,4
Hora Staccato,Isao Tomita,4
Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,4
Kryptonite,3 Doors Down,4
Here Without You,3 Doors Down,4
When I'm Gone,3 Doors Down,4
Be Like That,3 Doors Down,1
Loser,3 Doors Down,1
All Mixed Up,311,0
Beautiful Disaster,311,4
Love Song,311,4
Down,311,0
What's Up?,4 Non Blondes,1
"Aquarius/Let The Sunshine In (The Flesh Failures) - From the Musical ""Hair""",The 5th Dimension,1
Wedding Bell Blues - Laura Nyro Cover,The 5th Dimension,0
"Up, Up and Away",The 5th Dimension,0
(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,4
One Less Bell To Answer,The 5th Dimension,4
Stoned Soul Picnic - Digitally Remastered 1997,The 5th Dimension,4
Sweet Blindness - Digitally Remastered 1997,The 5th Dimension,4
California Soul - Digitally Remastered 1997,The 5th Dimension,4
Workin' On A Groovy Thing - Digitally Remastered 1997,The 5th Dimension,0
Go Where You Wanna Go - The Mama's and The Papa's Cover,The 5th Dimension,0
Tell It Like It Is,Aaron Neville,0
Rolling in the Deep,Adele,4
Rumour Has It,Adele,4
Turning Tables,Adele,4
Don't You Remember,Adele,4
Set Fire to the Rain,Adele,4
Lovesong,Adele,1
Someone Like You,Adele,1
Take on Me,a-ha,4
Ironic - 2015 Remaster,Alanis Morissette,4
You Oughta Know - 2015 Remaster,Alanis Morissette,4
Hand in My Pocket - 2015 Remaster,Alanis Morissette,4
Head over Feet - 2015 Remaster,Alanis Morissette,1
You Learn - 2015 Remaster,Alanis Morissette,4
All I Really Want,Alanis Morissette,1
Perfect,Alanis Morissette,0
Right Through You,Alanis Morissette,0
Forgiven,Alanis Morissette,1
Mary Jane,Alanis Morissette,1
Not the Doctor,Alanis Morissette,4
Wake Up,Alanis Morissette,1
Let's Stay Together,Al Green,4
Tired of Being Alone,Al Green,0
How Can You Mend a Broken Heart,Al Green,3
Love and Happiness,Al Green,1
I'm Still in Love with You,Al Green,4
Jessica,Allman Brothers Band,3
Blue Sky,Allman Brothers Band,1
Melissa,Allman Brothers Band,4
Whipping Post,Allman Brothers Band,1
Smooth Criminal,Alien Ant Farm,4
Movies,Alien Ant Farm,4
Forever Young - 2019 Remaster,Alphaville,4
Big in Japan - 2019 Remaster,Alphaville,1
Mornin',Al Jarreau,4
After All,Al Jarreau,4
We're in This Love Together,Al Jarreau,4
Black Velvet,Alannah Myles,1
It Never Rains in Southern California,Albert Hammond,4
Spanish Eyes,Al Martino,0
Rehab,Amy Winehouse,4
"Baby, Baby",Amy Grant,4
Biggest Part of Me,Ambrosia,1
How Much I Feel,Ambrosia,1
You're the Only Woman - You & I,Ambrosia,1
Holdin' on to Yesterday,Ambrosia,4
Holdin' on to Yesterday,Alan Parsons,4
The Music Of The Night - From 'The Phantom Of The Opera' Motion Picture,Andrew Lloyd Webber,1
The Music Of The Night - From 'The Phantom Of The Opera' Motion Picture,Gerard Butler,1
Sweet Love,Anita Baker,1
"Moon River (From ""Breakfast at Tiffany's"")",Andy Williams,0
"Where Do I Begin - Love Theme from ""Love Story""",Andy Williams,0
A Summer Place,Andy Williams,0
"Love Is a Many-Splendored Thing - From the 20th Century-Fox Picture ""Love Is a Many-Splendored Thing""",Andy Williams,0
Can't Get Used to Losing You,Andy Williams,0
Call Me Irresponsible,Andy Williams,0
The Look of Love,Andy Williams,0
My Cherie Amour,Stevie Wonder,0
"Fingertips Pts. 1 & 2 - Live At The Regal Theater, Chicago/1962",Stevie Wonder,3
Uptight (Everything's Alright),Stevie Wonder,0
A Place In The Sun,Stevie Wonder,0
Hey Love,Stevie Wonder,0
I Was Made To Love Her,Stevie Wonder,0
For Once In My Life,Stevie Wonder,0
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,0
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0
We Can Work It Out - Remastered 2015,The Beatles,0
If You Really Love Me,Stevie Wonder,0
You Are The Sunshine Of My Life,Stevie Wonder,0
Superstition,Stevie Wonder,1
Living For The City,Stevie Wonder,3
Higher Ground,Stevie Wonder,4
Don't You Worry 'Bout A Thing,Stevie Wonder,1
Boogie On Reggae Woman,Stevie Wonder,1
You Haven't Done Nothin',Stevie Wonder,4
Isn't She Lovely,Stevie Wonder,3
Sir Duke,Stevie Wonder,4
I Wish,Stevie Wonder,4
Pastime Paradise,Stevie Wonder,4
Send One Your Love,Stevie Wonder,4
Master Blaster (Jammin'),Stevie Wonder,1
Superwoman (Where Were You When I Needed You),Stevie Wonder,3
That Girl,Stevie Wonder,1
Do I Do,Stevie Wonder,2
I Just Called To Say I Love You,Stevie Wonder,3
Part-Time Lover,Stevie Wonder,4
Overjoyed,Stevie Wonder,4
Respect,Aretha Franklin,0
I Never Loved a Man (The Way I Love You),Aretha Franklin,0
Right Place Wrong Time,Dr. John,0
Sharing The Night Together,Dr. Hook,0
When You're In Love With A Beautiful Woman,Dr. Hook,0
Sylvia's Mother,Dr. Hook,4
"The Cover of ""Rolling Stone""",Dr. Hook,0
Sexy Eyes - Single Version,Dr. Hook,0
A Little Bit More,Dr. Hook,0
Only Sixteen,Dr. Hook,0
Better Love Next Time,Dr. Hook,0
Walk Right In,Dr. Hook,0
Making Love And Music,Dr. Hook,0
If Not You,Dr. Hook,4
A Couple More Years,Dr. Hook,0
Third Rate Romance - Remastered,Amazing Rhythm Aces,4
Undercover Angel - Rerecorded Version,Alan O'Day,4
Sunshine (Go Away Today),Jonathan Edwards,0
Ain't No Sunshine,Bill Withers,0
Lean on Me,Bill Withers,4
Use Me,Bill Withers,4
Grandma's Hands,Bill Withers,0
Ring My Bell,Anita Ward,3
The Hustle - Original Mix,Van McCoy,4
Kung Fu Fighting,Carl Douglas,4
I Want You,Savage Garden,4
Carry On Dancing,Savage Garden,4
Santa Monica,Savage Garden,4
I Knew I Loved You,Savage Garden,4
Two Beds And A Coffee Machine,Savage Garden,4
I Miss You,Darren Hayes,1
Shattered (Turn The Car Around),O.A.R.,4
Drive,Incubus,4
Pardon Me,Incubus,4
Stellar,Incubus,4
Wish You Were Here,Incubus,4
Nice to Know You,Incubus,1
Popcorn,Hot Butter,0
Signs,Five Man Electrical Band,4
Nice to Be with You - Rerecorded Version,Gallery,0
I Believe in Music,Gallery,0
Spooky,Classics IV,0
Stormy,Classics IV,0
Traces,"Classics IV, Dennis Yost",0
Traces,Dennis Yost,0
Everyday With You Girl,"Classics IV, Dennis Yost",0
Everyday With You Girl,Dennis Yost,0
Sunny,"Classics IV, Dennis Yost",0
Sunny,Dennis Yost,0
You've Got Your Troubles - Remastered,The Fortunes,4
Here Comes That Rainy Day Feeling Again,The Fortunes,0
Everlasting Love,Love Affair,0
The Pied Piper,Crispian St. Peters,0
You Were on my Mind,Crispian St. Peters,0
Here Comes My Baby,The Tremeloes,0
Life in a Northern Town,The Dream Academy,4
Do You Love Me - Mono Single,The Contours,0
I Got a Name - Stereo Version,Jim Croce,4
Lover's Cross,Jim Croce,0
Five Short Minutes,Jim Croce,4
Workin' at the Car Wash Blues,Jim Croce,0
I'll Have To Say I Love You In A Song,Jim Croce,0
Salon and Saloon,Jim Croce,0
Top Hat Bar & Grille,Jim Croce,0
Recently,Jim Croce,0
The Hard Way Every Time,Jim Croce,0
Age,Jim Croce,4
Thursday,Jim Croce,0
One Less Set of Footsteps,Jim Croce,0
Roller Derby Queen,Jim Croce,4
Alabama Rain,Jim Croce,0
"Bad, Bad Leroy Brown",Jim Croce,0
It Doesn't Have to Be That Way,Jim Croce,0
Dreamin' Again,Jim Croce,0
You Don't Mess Around with Jim,Jim Croce,0
Tomorrow's Gonna Be a Brighter Day,Jim Croce,0
New York's Not My Home,Jim Croce,0
Hard Time Losin' Man,Jim Croce,0
Photographs & Memories,Jim Croce,0
Walkin' Back to Georgia,Jim Croce,0
Operator (That's Not the Way It Feels),Jim Croce,4
Time in a Bottle,Jim Croce,0
Rapid Roy (That Stock Car Boy),Jim Croce,0
Box #10,Jim Croce,0
These Dreams,Jim Croce,4
"Next Time, This Time",Jim Croce,0
Der Kommissar,After The Fire,1
No One,Alicia Keys,4
Shotgun,Jr. Walker & The All Stars,0
Sweet Pea,Amos Lee,0
Walking On Sunshine,Katrina & The Waves,4
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,0
Think,Aretha Franklin,0
Chain of Fools,Aretha Franklin,0
Day Dreaming,Aretha Franklin,4
Rock Steady,Aretha Franklin,4
Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,4
Freeway Of Love,Aretha Franklin,1
Who's Zoomin' Who?,Aretha Franklin,1
Sugar Sugar,The Archies,0
Do I Wanna Know?,Arctic Monkeys,1
All I Know,Art Garfunkel,4
Begin the Beguine,Artie Shaw,4
Sweet Soul Music,Arthur Conley,0
William Tell Overture,Gioachino Rossini,0
William Tell Overture,Arthur Fiedler,0
William Tell Overture,Boston Pops Orchestra,0
Picture Book - 2018 Stereo Remaster,The Kinks,0
The Hunting Song,Tom Lehrer,0
99,TOTO,1
Denise,Randy & The Rainbows,0
Elusive Butterfly - Remastered 2009,Bob Lind,0
White On White,Danny Williams,0
Close To Cathy,Mike Clifford,0
Queen Of The House,Jody Miller,0
Little Bit O' Soul - Remastered,Music Explosion,0
Don't Just Stand There,Patty Duke,0
Jean,Oliver,4
A Little Bit Of Soap,The Jarmels,0
He'll Have To Stay,Jeanne Black,0
"Sing, Sing, Sing",Benny Goodman,3
Let's Dance,Benny Goodman,0
Orinoco Flow,Enya,1
Only Time,Enya,4
I Awake,Sarah Blasko,4
The Last Farewell,Roger Whittaker,4
Sister Mary Elephant,Cheech & Chong,4
Basketball Jones,Cheech & Chong,4
Evelyn Woodhead Speed Reading Course,Cheech & Chong,0
Paradise,Coldplay,1
Viva La Vida,Coldplay,4
Fix You,Coldplay,1
Talk,Coldplay,1
Yellow,Coldplay,1
Speed of Sound,Coldplay,1
The Scientist,Coldplay,1
Clocks,Coldplay,1
Every Teardrop Is a Waterfall,Coldplay,4
Fallin' For You,Colbie Caillat,4
Realize,Colbie Caillat,4
Space Fantasy,Isao Tomita,3
Space Fantasy,Richard Strauss,3
Space Fantasy,Richard Wagner,3
"Clair de Lune, No. 3",Claude Debussy,1
"Clair de Lune, No. 3",Isao Tomita,1
Stay Awhile - Remastered,The Bells,4
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,4
Footloose,Kenny Loggins,4
This Is It,Kenny Loggins,4
"Whenever I Call You ""Friend"" (feat. Stevie Nicks)",Kenny Loggins,4
"Whenever I Call You ""Friend"" (feat. Stevie Nicks)",Stevie Nicks,4
"I'm Alright - Theme from ""Caddyshack""",Kenny Loggins,4
Return to Pooh Corner,Kenny Loggins,4
Heart to Heart,Kenny Loggins,1
Love's Been A Little Bit Hard On Me,Juice Newton,4
Break It To Me Gently,Brenda Lee,0
Goodbye Girl,David Gates,0
TSOP (The Sound of Philadelphia),The Three Degrees,4
"Sweet Cream Ladies, Forward March",The Box Tops,0
Rebel Rouser,Duane Eddy,0
Raunchy,Duane Eddy,0
Miserlou,Dick Dale,0
Soul Sacrifice,Santana,3
Sirius,The Alan Parsons Project,0
One of These Days,Pink Floyd,1
Electric Worm,Beastie Boys,4
How Bizarre,OMC,4
Your Woman,White Town,4
Counting Blue Cars (Tell Me Your Thoughts On God),Dishwalla,1
Steal My Sunshine,LEN,1
She's so High,Tal Bachman,4
I'll Be Seeing You,Willie Nelson,0
Seven Little Girls Sitting In the Back Seat,The Avons,0
Broken Things,Ryan Adams,4
At Home,Jon Bryant,4
As Girls Go,Suzanne Vega,4
Tammy,Debbie Reynolds,0
Rawhide,Frankie Laine,0
"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",Doris Day,0
"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",Frank DeVol & His Orchestra,0
"Bewitched, Bothered and Bewildered",Doris Day,0
"Bewitched, Bothered and Bewildered",John Rarig,0
"Bewitched, Bothered and Bewildered",The Mellomen,0
Fly Me to the Moon (In Other Words),Doris Day,0
Sentimental Journey (with Les Brown & His Orchestra),Doris Day,4
Sentimental Journey (with Les Brown & His Orchestra),Les Brown & His Orchestra,4
Durham Town,Roger Whittaker,4
New World in the Morning,Roger Whittaker,0
Summer days,Roger Whittaker,4
Fading Like A Flower (Every Time You Leave),Roxette,4
"I Was Born This Way - 12"" Vocal",Carl Bean,3
Getaway,The Salsoul Orchestra,4
It's OK - Live MHS Studios,Nightbirde,4
A Girl Like You,Edwyn Collins,4
Sugar Daddy,Chris Andrews,0
See the Funny Little Clown,Bobby Goldsboro,0
The Night They Drove Old Dixie Down,Joan Baez,4
Watching The Wheels - Remastered 2010,John Lennon,4
Point of Know Return,Kansas,4
Love Letters,Ketty Lester,0
King Porter Stomp,Teddy Wilson,0
Corazón,Carole King,4
Wildfire,Michael Martin Murphey,1
Mighty Quinn,Manfred Mann,0
How Can I Tell Her,Lobo,4
Me and You and a Dog Named Boo,Lobo,0
Don't Expect Me to Be Your Friend,Lobo,4
Love Me for What I Am,Lobo,4
Stoney - Re-Recorded In Stereo,Lobo,4
Rainy Night in Georgia - Rerecorded Version,Brook Benton,4
"Baby, You’ve Got What It Takes",Dinah Washington,0
"Baby, You’ve Got What It Takes",Brook Benton,0
You Make Me Feel at Home (The Context of Home),Blackwood Harvest,4
The Plastic Age,The Buggles,1
Video Killed The Radio Star,The Buggles,4
Kid Dynamo,The Buggles,4
I Love You (Miss Robot),The Buggles,1
"Clean, Clean",The Buggles,4
Elstree,The Buggles,1
Astroboy (And The Proles On Parade),The Buggles,1
Johnny On The Monorail,The Buggles,1
Walking the Dog,Jackie Shane,0
King Porter Stomp,Jelly Roll Morton,0
Maple Leaf Rag,Scott Joplin,4
Fingerbreaker,Jelly Roll Morton,0
Fingerbreaker,Morten Gunnar Larsen,0
Finger Buster,"Willie ""The Lion"" Smith",0
Finger Buster,Morten Gunnar Larsen,0
Raggin the Rag,Eubie Blake,0
Charleston Rag,Eubie Blake,4
Eubie's Boogie,Eubie Blake,0
Tricky Fingers,Eubie Blake,0
You're My World,Cilla Black,0
Hooked On A Feeling,Blue Swede,0
Hooked On A Feeling,Björn Skifs,0
Forever In Blue Jeans,Neil Diamond,4
If I Could Be Where You Are,Enya,4
Ringo,Lorne Greene,4
Nobody But Me,The Human Beinz,0
Mother in Law,Ernie K Doe,0
Lies,The Knickerbockers,0
Green Tambourine,The Lemon Pipers,0
What You Need,INXS,4
New Sensation,INXS,4
The One Thing,INXS,4
Mystify,INXS,4
"Suicide Blonde - 7"" Mix",INXS,4
Devil Inside - Australian Single Edit,INXS,4
Need You Tonight - Single Edit,INXS,0
Never Tear Us Apart,INXS,0
Unstoppable,Sia,4
Get Down On It,Kool & The Gang,1
Jungle Boogie,Kool & The Gang,0
Ladies Night - Single Version,Kool & The Gang,4
Hollywood Swinging,Kool & The Gang,1
Too Hot,Kool & The Gang,1
Joanna - Single Version,Kool & The Gang,4
Cherish - Single Version,Kool & The Gang,4
Laughter In The Rain,Neil Sedaka,0
Crosstown Traffic,Jimi Hendrix,0
Running Up That Hill (A Deal With God) - 2018 Remaster,Kate Bush,1
Wuthering Heights,Kate Bush,1
"Sugar, We're Goin Down",Fall Out Boy,4
Summertime Blues,Blue Cheer,4
Cult of Personality,Living Colour,1
Victoria's Secret,Jax,0
Like My Father,Jax,0
Children,Robert Miles,4
Makin' Memories,Melissa Carper,4
Fashion,David Bowie,4
Carolina Day,Livingston Taylor,0
Rollin' With The Flow,Charlie Rich,0
Shakin' It Loose,REO Speedwagon,0
Someone Tonight,REO Speedwagon,0
Leaving on a Jet Plane,John Denver,4
Rhymes and Reasons,John Denver,4
"Take Me Home, Country Roads",John Denver,0
"Poems, Prayers and Promises",John Denver,4
I Guess He'd Rather Be in Colorado,John Denver,0
Friends with You,John Denver,4
Rocky Mountain High,John Denver,1
Goodbye Again,John Denver,4
I'd Rather Be a Cowboy (Lady's Chains),John Denver,1
Farewell Andromeda (Welcome to My Morning),John Denver,4
"Sunshine on My Shoulders - ""Greatest Hits"" Version",John Denver,1
Back Home Again,John Denver,1
Matthew,John Denver,4
Thank God I'm a Country Boy - Live,John Denver,4
Annie's Song,John Denver,0
Sweet Surrender,John Denver,1
Looking for Space,John Denver,4
I'm Sorry,John Denver,4
Calypso,John Denver,4
Fly Away,John Denver,4
"Baby, You Look Good to Me Tonight",John Denver,0
Like A Sad Song,John Denver,4
How Can I Leave You Again,John Denver,0
It Amazes Me,John Denver,0
I Want to Live,John Denver,4
My Sweet Lady,John Denver,1
Autograph,John Denver,4
Some Days Are Diamonds (Some Days Are Stone),John Denver,4
The Cowboy and the Lady,John Denver,1
Seasons of the Heart,John Denver,4
Shanghai Breezes,John Denver,4
Perhaps Love,John Denver,0
Wild Montana Skies (with Emmylou Harris),John Denver,4
Wild Montana Skies (with Emmylou Harris),Emmylou Harris,4
Love Again,John Denver,0
Dreamland Express,John Denver,4
Is It Love? - Live 1995,John Denver,4
Be Good to Yourself,Journey,4
When You Love a Woman,Journey,4
Stone in Love - GH 2 Version,Journey,1
After the Fall - GH 2 Version,Journey,1
Chain Reaction - GH 2 Version,Journey,4
The Party's Over (Hopelessly in Love) - GH 2 Version,Journey,4
Escape - GH 2 Version,Journey,1
Still They Ride - GH 2 Version,Journey,4
Good Morning Girl - GH 2 Version,Journey,0
Stay Awhile - GH 2 Version,Journey,0
Suzanne - GH 2 Version,Journey,4
Feeling That Way - GH 2 Version,Journey,4
Anytime - GH 2 Version,Journey,4
Walks Like a Lady - GH 2 Version,Journey,4
Little Girl - GH 2 Version,Journey,1
Just the Same Way - GH 2 Version,Journey,4
Patiently - GH 2 Version,Journey,4
When I Think of You - GH 2 Version,Journey,4
"Mother, Father - Live GH 2 Version",Journey,1
I Bought Myself a Politician,Monalisa Twins,0
Close to You,Monalisa Twins,4
Don't Let Me Be Misunderstood,Elvis Costello,4
Rumble,Link Wray & The Wraymen,0
Head to Toe,Lisa Lisa & Cult Jam,1
Walk The Dinosaur,Was (Not Was),4
Sunglasses At Night,Corey Hart,1
They Don't Know,Tracey Ullman,0
Pillow Talk,Sylvia,1
Life Is a Rock (But the Radio Rolled Me),Reunion,4
Judy in Disguise (with Glasses),John Fred and His Playboy Band,0
How Do You Do?,Mouth & MacNeal,4
Sky High,Jigsaw,0
We'll Sing in the Sunshine,Gale Garnett,0
Venus in Blue Jeans,Jimmy Clanton,0
You Got It All,The Jets,4
Somebody That I Used To Know,Gotye,4
Somebody That I Used To Know,Kimbra,4
Pop Muzik,M,4
Pop Muzik,Robin Scott,4
Groove Is in the Heart,Deee-Lite,4
Obsession,Animotion,1
Don't Dream It's Over,Sixpence None The Richer,4
I Can Help,Billy Swan,4
Lover Please,Clyde McPhatter,0
You Were On My Mind,Jay & The Americans,0
Mr. Big Stuff,Jean Knight,0
The Breakup Song,The Greg Kihn Band,0
Jeopardy,The Greg Kihn Band,4
Thank You,Dido,4
Superman (It's Not Easy),Five For Fighting,4
Crash,The Primitives,0
What Becomes Of The Brokenhearted,Jimmy Ruffin,0
"Tighter, Tighter",Alive 'N Kickin',0
Lunatic Fringe,Red Rider,1
Run Runaway,Slade,1
Hey Little Girl,Dee Clark,0
It's OK,Nightbirde,4
Comedy,Gen Hoshino,4
Ghost (Acoustic),Ben Woodward,0
To Begin Again,Ingrid Michaelson;ZAYN,4
Crazy Rich Asians (Original Motion Picture Soundtrack),Kina Grannis,4
Hold On,Chord Overstreet,4
Days I Will Remember,Tyrone Wells,4
Is There Anybody Out There?,A Great Big World;Christina Aguilera,4
We Sing. We Dance. We Steal Things.,Jason Mraz,4
We Sing. We Dance. We Steal Things.,Jason Mraz;Colbie Caillat,0
Hunger,Ross Copperman,4
Episode,Zack Tabudlo,4
Love Is a Four Letter Word,Jason Mraz,4
Solo,Dan Berk,4
Bad Liar,Anna Hamilton,4
Hold On (Remix),Chord Overstreet;Deepend,0
The Boy Who Never,Landon Pigg,4
ily (i love you baby),Andrew Foy;Renee Foy,0
At My Worst,Andrew Foy;Renee Foy,0
We Sing. We Dance. We Steal Things.,Jason Mraz;Colbie Caillat,0
"Cover Sessions, Vol. 4",Boyce Avenue;Bea Miller,4
We Sing. We Dance. We Steal Things.,Jason Mraz,4
"Cover Sessions, Vol. 3",Boyce Avenue;Jennel Garcia,0
Is There Anybody Out There? - Track by Track Commentary,A Great Big World;Christina Aguilera,4
Coffee Moment,Jason Mraz,4
Human - Best Adult Pop Tunes,Jason Mraz,4
Mellow Adult Pop,Jason Mraz,1
Holly Jolly Christmas,Jason Mraz,0
Feeling Good - Adult Pop Favorites,Jason Mraz,1
Christmas Time,Jason Mraz,0
Perfect Christmas Hits,Jason Mraz,0
Merry Christmas,Jason Mraz,0
Christmas Music - Holiday Hits,Jason Mraz,0
Christmas Country Songs 2022,Chord Overstreet,4
Human - Best Adult Pop Tunes,Brandi Carlile;Sam Smith,4
Feeling Good - Adult Pop Favorites,Brandi Carlile;Sam Smith,4
Mellow Bars R'n'B,Brandi Carlile;Sam Smith,4
Chill Christmas Dinner,KT Tunstall,4
rainy day indie,Brandi Carlile,4
Coffee Moment,Brandi Carlile,4
sadsadchristmas,KT Tunstall,4
Mega Hits Autumn/Fall 2022,Eddie Vedder,1
Mellow Adult Pop,Brandi Carlile,1
Country Car Hits,Brandi Carlile;Lucius,4
Country Road Songs,Brandi Carlile;Lucius,4
Finest Country,Brandi Carlile,4
Easy Country,Brandi Carlile;Lucius,4
Cozy Country,Brandi Carlile;Lucius,4
Good Times Country,Brandi Carlile;Lucius,4
Laidback Country,Brandi Carlile;Lucius,4
Chillin' It - Mellow Day Country,Brandi Carlile;Lucius,4
Trampoline (Acoustic),Highland Peak,4
Documentary,Motohiro Hata,4
Black Bear,Andrew Belle,4
The Bedroom Demos,Ron Pope,4
So Far Away (Acoustic),Adam Christopher,0
Black Bear,Andrew Belle,1
Build It Better,Aron Wright,4
Sleepwalking in the Rain,Chord Overstreet,4
Little Voice,Sara Bareilles,4
What's Left of You,Chord Overstreet,0
Pano,Zack Tabudlo,4
The Daylight EP,Andrew Belle,4
Montage Of Heck: The Home Recordings,Kurt Cobain,0
"Cover Sessions, Vol. 3",Boyce Avenue;Bea Miller,4
Covers,Tim Halperin,0
Midnight Waves,Canyon City,0
Making All Things New,Aaron Espe,0
What's Inside: Songs from Waitress,Sara Bareilles,4
In My Veins (Feat. Erin Mccarley),Andrew Belle,1
Under Covers,Tyler Ward,4
Whatever It Takes,Ron Pope,4
America Town,Five For Fighting,4
Dive Deep,Andrew Belle,1
You're Still The One,Bailey Jehl,0
It Doesn't Have To Make Sense,Ingrid Michaelson,4
Love Is a Four Letter Word,Jason Mraz,4
When the Morning Comes,A Great Big World,4
